strength,cement,x_cement,x_slag,x_fly_ash,x_water,x_sp,x_coarse_agg,x_fine_agg,x_age
54.873069763183594,263.48333740234375,263.48333740234375,354.04974365234375,0,156.45719909667969,12.29542064666748,801,737.7266845703125,28
61.573165893554688,410.58056640625,410.58056640625,267.0538330078125,0,170.894775390625,12.701870918273926,801,662.78143310546875,28
58.929817199707031,352.18890380859375,352.18890380859375,314.59259033203125,0,146.90908813476562,0.015373782254755497,801,710.30645751953125,28
66.1517333984375,513.9725341796875,513.9725341796875,179.89778137207031,0,175.01785278320312,10.523943901062012,801,644.60040283203125,28
62.59295654296875,433.10287475585938,433.10287475585938,224.28982543945312,0,161.16851806640625,8.4338340759277344,801,697.017333984375,28
57.469009399414062,321.06256103515625,321.06256103515625,324.62841796875,0,138.79339599609375,0.41994243860244751,801,739.10809326171875,28
54.6517333984375,259.120361328125,259.120361328125,356.05078125,0,162.2802734375,13.691117286682129,801,732.86993408203125,28
54.492729187011719,256.25637817382812,256.25637817382812,353.02255249023438,0,150.63343811035156,9.7419919967651367,801,754.3580322265625,28
59.35162353515625,360.80194091796875,360.80194091796875,297.29229736328125,0,162.45913696289062,11.169327735900879,801,692.28985595703125,28
59.410980224609375,361.792236328125,361.792236328125,280.3629150390625,0,164.72901916503906,12.122776985168457,801,705.0054931640625,28
51.528144836425781,205.53240966796875,205.53240966796875,353.6241455078125,2.1452937126159668,142.2864990234375,5.929506778717041,801,814.4947509765625,28
55.423847198486328,276.08718872070312,276.08718872070312,345.8155517578125,0,149.10385131835938,6.9834451675415039,801,746.02252197265625,28
60.065444946289062,376.6285400390625,376.6285400390625,264.85797119140625,0,178.74690246582031,21.022201538085938,801,682.75689697265625,28
63.081062316894531,442.79949951171875,442.79949951171875,233.61845397949219,0,165.21615600585938,8.3720932006835938,801,674.00616455078125,28
65.064559936523438,487.8997802734375,487.8997802734375,196.66299438476562,0,180.92666625976562,15.427196502685547,801,643.09576416015625,28
65.867233276367188,507.9935302734375,507.9935302734375,190.18528747558594,0,189.82937622070312,23.950933456420898,801,612.05328369140625,28
62.198589324951172,423.4886474609375,423.4886474609375,261.407470703125,0,151.70527648925781,3.95947265625,801,683.45159912109375,28
53.761379241943359,240.52984619140625,240.52984619140625,345.935546875,0,164.66497802734375,22.805105209350586,801,750.07684326171875,28
65.06573486328125,488.30596923828125,488.30596923828125,213.95895385742188,0,159.67594909667969,7.6819210052490234,801,654.38958740234375,28
